Safeguard_Text,Extracted_Tag_Clean,Technique,Node_ID,Confidence,Semantic_Score,S,Cause_Text,Consequence_Text
"analyzer transmitter AT-16573/ 02/ 03/ 04 gas detector around the kero/diesel manifold with automatic shutdown of pumps P-4, and P- 1A/B with 1oo4 voting",AT-16573,Tier 1: Explicit Interlock/AF Tag,Node 40,High,N/A,4.0,"MOV-66277/ 22/ 24 closed on outlet of tank TK-61869-11/20 and TK-85935-10 to Transfer Pump P-1A/B when tank is in transfer to pipeline | 12"" manual valve blocked on inlet valve to Transfer Pump P-1A/B or strainer plugs | MOV-98319/06/07 closed on outlet of tank TK-61869-11/20 and TK-85935-10 to Transfer Pump P-1A/B when tank is in transfer to pipeline | MOV-50697 fails closed when not performing diesel flush on outlet of pump P-1A/B | MOV-55290 fails open on pump P-1A/B bypass | Blocked 8"" manual outlet valve of Transfer Pump P-1A/B | MOV-99758 fails closed or 38095"" valve closed on product manifold out of facility","No flow of kero from kero tanks TK-61869-11/20 and 85935-10 to Transfer Pump P-1A/B, loss of flow to kero P-1A/B, potential cavitation and seal leak, release of kero to grade, potential seal fire, personnel injury, environmental impact | Loss of flow from kero P-1A/B, potential deadhead and seal leak, release of kero to grade, potential seal fire, personnel injury, environmental impact | Increased flow of kero recycling around Transfer Pump P- 1A/B, decreased flow to terminal, delay in transfer, logistical impact to terminals; Potential to increase temperature on pumps P-1A/B with potential pump damage, potential seal failure, release, ignition and personnel impact | No flow of kero from kero tanks TK-61869-11/20 and 85935- 10 to Transfer Pump P-1A/B, loss of flow to kero P-1A/B, potential cavitation and seal leak, release of kero to grade, potential seal fire, personnel injury, environmental impact"
"analyzer transmitter AT-16573/ 02/ 03/ 04 gas detector around the kero/diesel manifold with automatic shutdown of pumps P-4, and P- 1A/B with 1oo4 voting",AT-16573,Tier 1: Explicit Interlock/AF Tag,Node 41,High,N/A,4.0,"MOV-77397/ 09 closed on outlet of tank TK- 100-12/21 to Transfer Pump P-1A/B when tank is in transfer to pipeline | 12"" manual valve blocked on inlet valve to Transfer Pump P-1A/B or strainer plugs | MOV-72031 /9326 closed on outlet of tank TK-61869-12/21 to Transfer Pump P-1A/B when tank is in transfer to pipeline | 12"" or 41824"" valve closed on suction to Transfer Pump P-4 or strainer plugs | MOV-55290 fails open on pump P-1A/B bypass | 10"" valve closed on discharge of Transfer Pump P-4 to other tank (when performing tank transfer) | Blocked 8"" manual outlet valve of Transfer Pump P-1A/B | 10"" valve closed on discharge of Transfer Pump P-4","Loss of flow from Transfer Pump P-4, potential deadhead and seal leak, release of diesel to atmosphere, potential seal fire from seal, personnel injury, environmental impact | Decreased flow of diesel from Diesel Tanks TK-61869-12/21 to Transfer Pump P-1A/B, loss of flow to P-1A/B, potential cavitation and seal leak, release of diesel to grade, potential seal fire, personnel injury, environmental impact | Increased flow of diesel recycling around Transfer Pump P-1A/B, decreased flow to terminal, delay in transfer, logistical impact to terminals; Potential to increase temperature on pumps P- 1A/B with potential pump damage, potential seal failure, release, ignition and personnel impact | Blocked flow out of Transfer Pump P-1A/B, potential deadhead and seal leak, release of diesel to grade, potential seal fire, personnel injury, environmental impact | Decreased flow of diesel from Diesel Tanks TK-61869- 12/21 to Transfer Pump P-1A/B, loss of flow to P-1A/B, potential cavitation and seal leak, release of diesel to grade, potential seal fire, personnel injury, environmental impact | Loss of flow to Diesel to Transfer Pump P-4, potential cavitation and seal leak, release of diesel to atmosphere, potential seal fire from seal, personnel injury, environmental impact"
"analyzer transmitter AT-27712/ 02/ 03/ 04 gas detector around the AGO manifold with automatic shutdown of pumps P-5, and P- 3A/B with 1oo4 voting",AT-27712,Tier 1: Explicit Interlock/AF Tag,Node 42,High,N/A,4.0,"MOV-85766/ 06/ 07 closed on outlet of tank TK-24946-22/23 and TK-61869-13 to Transfer Pump P-3A/B when tank is in transfer to pipeline | 12"" valve closed on suction to Transfer Pump P-5 or strainer plugs | MOV-42589/12 closed on inlet valve to Transfer Pump P-3A/B or strainer plugs | MOV-19780 /9327/ 9328 closed on outlet of tank TK-24946-22/23 and TK-61869-13 to Transfer Pump P-3A/B when tank is in transfer to pipeline | MOV-30860 fails open on pump P-3A/B bypass | 10"" valve closed on discharge of Transfer Pump P-5 | Blocked 14"" manual outlet valve of Transfer Pump P-3A/B","Loss of flow to AGO from Transfer Pump P-5, potential deadhead and seal leak, release of AGO to atmosphere, potential seal fire from seal, personnel injury, environmental impact | Decreased flow of AGO from AGO Tanks TK-24946-22/23 and TK-61869-13 to Transfer Pump P-3A/B, loss of flow to AGO P- 3A/B, potential cavitation and seal leak, release of AGO to grade, potential ignition and personnel impact | Increased flow of AGO recycling around Transfer Pump P-3A/B, decreased flow to terminal, delay in transfer, logistical impact to terminals; Potential to increase temperature on pumps P- 3A/B with potential pump damage, potential seal failure, release, ignition and personnel impact | Blocked flow from Transfer Pump P-3A/B, potential deadhead and seal leak, release of AGO to grade, potential ignition and personnel impact | Loss of flow to AGO to Transfer Pump P-5, potential cavitation and seal leak, release of AGO to atmosphere, potential ignition and personnel impact"
"analyzer transmitter AT-27712/ 02/ 03/ 04 gas detector around the AGO manifold with automatic shutdown of pumps P-5, and P- 3A/B with 1oo4 voting",AT-27712,Tier 1: Explicit Interlock/AF Tag,Node 44,High,N/A,4.0,"12"" valve closed on suction to Pump P-7 or strainer plugs | Pump P-HX stops | 10"" valve closed on discharge of Pump P- HX or 8"" valve closed on inlet of AGO Exchangers HX-1/2 | 8"" valve closed on discharge of Pump P-7","Loss of Rerun flow to Pump P-7, potential cavitation and seal leak, release of rerun to atmosphere, potential seal fire from seal, personnel injury, environmental impact, asset damage | Blocked flow from Pump P-7, potential deadhead and seal leak, release of rerun to atmosphere, potential seal fire from seal, personnel injury, environmental impact, asset damage"
analyzer transmitter AT-98749/ 02/ 03/ 04 gas detector around the Feed manifold with automatic shutdown of pump PM-53688A/B/C and P-HX with 2oo4 voting,AT-98749,Tier 1: Explicit Interlock/AF Tag,Node 44,High,N/A,4.0,"All 8"" manual valves closed on feed manifold outlet of tank TK-97415/1/2/3 to Transfer Pump P-HX when transferring from tank to tank | Pump P-7 stops | 8"" valve closed on discharge of Pump P-7 | 10"" valve closed on discharge of Pump P- HX or 8"" valve closed on inlet of AGO Exchangers HX-1/2 | 12"" valve closed on suction to Pump P-7 or strainer plugs","Loss of Rerun flow to Pumps P-7 and P-HX, potential cavitation and seal leak of P-HX, release of rerun/ condensate to grade, potential seal fire or explosion, personnel injury, environmental impact | Blocked flow from pump P-HX; Potential pump deadhead and seal leak of P-HX, release of rerun/ condensate to grade, potential seal fire or explosion, personnel injury, environmental impact"
"flame transmitter XT-16573/ 02 flame detector directed at pumps with automatic shutdown of pumps P- 4, and P-1A/B with 1oo2 voting",XT-16573,Tier 1: Explicit Interlock/AF Tag,Node 40,High,N/A,4.0,"MOV-66277/ 22/ 24 closed on outlet of tank TK-61869-11/20 and TK-85935-10 to Transfer Pump P-1A/B when tank is in transfer to pipeline | 12"" manual valve blocked on inlet valve to Transfer Pump P-1A/B or strainer plugs | MOV-98319/06/07 closed on outlet of tank TK-61869-11/20 and TK-85935-10 to Transfer Pump P-1A/B when tank is in transfer to pipeline | MOV-50697 fails closed when not performing diesel flush on outlet of pump P-1A/B | MOV-55290 fails open on pump P-1A/B bypass | Blocked 8"" manual outlet valve of Transfer Pump P-1A/B | MOV-99758 fails closed or 38095"" valve closed on product manifold out of facility","No flow of kero from kero tanks TK-61869-11/20 and 85935-10 to Transfer Pump P-1A/B, loss of flow to kero P-1A/B, potential cavitation and seal leak, release of kero to grade, potential seal fire, personnel injury, environmental impact | Loss of flow from kero P-1A/B, potential deadhead and seal leak, release of kero to grade, potential seal fire, personnel injury, environmental impact | Increased flow of kero recycling around Transfer Pump P- 1A/B, decreased flow to terminal, delay in transfer, logistical impact to terminals; Potential to increase temperature on pumps P-1A/B with potential pump damage, potential seal failure, release, ignition and personnel impact | No flow of kero from kero tanks TK-61869-11/20 and 85935- 10 to Transfer Pump P-1A/B, loss of flow to kero P-1A/B, potential cavitation and seal leak, release of kero to grade, potential seal fire, personnel injury, environmental impact"
"flame transmitter XT-16573/ 02 flame detector directed at pumps with automatic shutdown of pumps P- 4, and P-1A/B with 1oo2 voting",XT-16573,Tier 1: Explicit Interlock/AF Tag,Node 41,High,N/A,4.0,"MOV-77397/ 09 closed on outlet of tank TK- 100-12/21 to Transfer Pump P-1A/B when tank is in transfer to pipeline | 12"" manual valve blocked on inlet valve to Transfer Pump P-1A/B or strainer plugs | MOV-72031 /9326 closed on outlet of tank TK-61869-12/21 to Transfer Pump P-1A/B when tank is in transfer to pipeline | 12"" or 41824"" valve closed on suction to Transfer Pump P-4 or strainer plugs | MOV-55290 fails open on pump P-1A/B bypass | 10"" valve closed on discharge of Transfer Pump P-4 to other tank (when performing tank transfer) | Blocked 8"" manual outlet valve of Transfer Pump P-1A/B | 10"" valve closed on discharge of Transfer Pump P-4","Loss of flow from Transfer Pump P-4, potential deadhead and seal leak, release of diesel to atmosphere, potential seal fire from seal, personnel injury, environmental impact | Decreased flow of diesel from Diesel Tanks TK-61869-12/21 to Transfer Pump P-1A/B, loss of flow to P-1A/B, potential cavitation and seal leak, release of diesel to grade, potential seal fire, personnel injury, environmental impact | Increased flow of diesel recycling around Transfer Pump P-1A/B, decreased flow to terminal, delay in transfer, logistical impact to terminals; Potential to increase temperature on pumps P- 1A/B with potential pump damage, potential seal failure, release, ignition and personnel impact | Blocked flow out of Transfer Pump P-1A/B, potential deadhead and seal leak, release of diesel to grade, potential seal fire, personnel injury, environmental impact | Decreased flow of diesel from Diesel Tanks TK-61869- 12/21 to Transfer Pump P-1A/B, loss of flow to P-1A/B, potential cavitation and seal leak, release of diesel to grade, potential seal fire, personnel injury, environmental impact | Loss of flow to Diesel to Transfer Pump P-4, potential cavitation and seal leak, release of diesel to atmosphere, potential seal fire from seal, personnel injury, environmental impact"
"flame transmitter XT-27712/ 02 flame detector directed at pumps with automatic shutdown of pumps P- 5, and P-3A/B with 1oo2 voting",XT-27712,Tier 1: Explicit Interlock/AF Tag,Node 42,High,N/A,4.0,"MOV-85766/ 06/ 07 closed on outlet of tank TK-24946-22/23 and TK-61869-13 to Transfer Pump P-3A/B when tank is in transfer to pipeline | 12"" valve closed on suction to Transfer Pump P-5 or strainer plugs | MOV-42589/12 closed on inlet valve to Transfer Pump P-3A/B or strainer plugs | MOV-19780 /9327/ 9328 closed on outlet of tank TK-24946-22/23 and TK-61869-13 to Transfer Pump P-3A/B when tank is in transfer to pipeline | MOV-30860 fails open on pump P-3A/B bypass | 10"" valve closed on discharge of Transfer Pump P-5 | Blocked 14"" manual outlet valve of Transfer Pump P-3A/B","Loss of flow to AGO from Transfer Pump P-5, potential deadhead and seal leak, release of AGO to atmosphere, potential seal fire from seal, personnel injury, environmental impact | Decreased flow of AGO from AGO Tanks TK-24946-22/23 and TK-61869-13 to Transfer Pump P-3A/B, loss of flow to AGO P- 3A/B, potential cavitation and seal leak, release of AGO to grade, potential ignition and personnel impact | Increased flow of AGO recycling around Transfer Pump P-3A/B, decreased flow to terminal, delay in transfer, logistical impact to terminals; Potential to increase temperature on pumps P- 3A/B with potential pump damage, potential seal failure, release, ignition and personnel impact | Blocked flow from Transfer Pump P-3A/B, potential deadhead and seal leak, release of AGO to grade, potential ignition and personnel impact | Loss of flow to AGO to Transfer Pump P-5, potential cavitation and seal leak, release of AGO to atmosphere, potential ignition and personnel impact"
"flame transmitter XT-27712/ 02 flame detector directed at pumps with automatic shutdown of pumps P- 5, and P-3A/B with 1oo2 voting",XT-27712,Tier 1: Explicit Interlock/AF Tag,Node 44,High,N/A,4.0,"12"" valve closed on suction to Pump P-7 or strainer plugs | Pump P-HX stops | 10"" valve closed on discharge of Pump P- HX or 8"" valve closed on inlet of AGO Exchangers HX-1/2 | 8"" valve closed on discharge of Pump P-7","Loss of Rerun flow to Pump P-7, potential cavitation and seal leak, release of rerun to atmosphere, potential seal fire from seal, personnel injury, environmental impact, asset damage | Blocked flow from Pump P-7, potential deadhead and seal leak, release of rerun to atmosphere, potential seal fire from seal, personnel injury, environmental impact, asset damage"
flame transmitter XT-98749/ 02 flame detector directed at pumps with automatic shutdown of pumps PM-53688A/B/C and P- HX with 1oo2 voting,XT-98749,Tier 1: Explicit Interlock/AF Tag,Node 44,High,N/A,4.0,"All 8"" manual valves closed on feed manifold outlet of tank TK-97415/1/2/3 to Transfer Pump P-HX when transferring from tank to tank | Pump P-7 stops | 8"" valve closed on discharge of Pump P-7 | 10"" valve closed on discharge of Pump P- HX or 8"" valve closed on inlet of AGO Exchangers HX-1/2 | 12"" valve closed on suction to Pump P-7 or strainer plugs","Loss of Rerun flow to Pumps P-7 and P-HX, potential cavitation and seal leak of P-HX, release of rerun/ condensate to grade, potential seal fire or explosion, personnel injury, environmental impact | Blocked flow from pump P-HX; Potential pump deadhead and seal leak of P-HX, release of rerun/ condensate to grade, potential seal fire or explosion, personnel injury, environmental impact"
level switch high LSH-58680/ 9409 mechanical switch will close inlet motor operated valve MOV to tanks TK-24946-24/25 stopping naphtha flow to storage,LSH-58680,Tier 2: Semantic NLP Match,Node 38,Medium,0.359,4.0,Improper lineup - lining up rundown to a full tank,"Potential overfill of Light Naphtha Tank to grade, potential release of light naphtha, pool fire, potential personnel injury"
level switch high LSH-58680/ 9409 mechanical switch will close inlet motor operated valve MOV to tanks TK-24946-24/25 stopping naphtha flow to storage,LSH-58680,Tier 2: Semantic NLP Match,Node 39,Medium,0.359,4.0,Improper lineup - lining up rundown to a full tank,"Potential overfill of Heavy Naphtha Tank to grade, potential release of heavy naphtha, pool fire, potential personnel injury"
level switch high LSH-85424 mechanical switch will close inlet motor operated valve MOV to tanks TK-61869- 15 stopping heavy naphtha flow to storage,LSH-85424,Tier 2: Semantic NLP Match,Node 39,Medium,0.36,4.0,"Improper lineup - lining up rundown to a full tank | Blocked outlet of Transfer Pump P-2A/B or 38095"" valve closed on product manifold out of facility | Transfer Pump P-2A/B stops | MOV-94883/ 9415 Blocked inlet valve to Transfer Pump P-2A/B or strainer plugs","Decreased flow of naphtha from naphtha tank TK-61869-15 to Transfer Pump P-2A/B when only one heavy naphtha tank in service, potential overfill of tank, spilling naphtha to grade, potential pool fire, personnel injury, environmental impact | Potential overfill of Heavy Naphtha Tank to grade, potential release of heavy naphtha, pool fire, potential personnel injury"
level switch high LSH-85766/ 07/ 08 on AGO Tank TK-61869-13; 120-22/23 mechanical switch will close inlet motor operated valve MOV to tanks AGO Tanks stopping AGO flow to storage,LSH-85766,Tier 2: Semantic NLP Match,Node 42,Medium,0.357,4.0,Improper lineup - lining up rundown to a full tank,"Potential overfill of AGO Tank to grade, potential release of AGO, pool fire, potential personnel injury"
level switch high LSH-98749/ 02/ 03 on Feed Tank TK-97415- 1/2/3 mechanical switch will close inlet motor operated valve MOV to Feed Tanks stopping Feed flow to storage and eventually shutting the pipeline flow on high pressure,LSH-98749,Tier 2: Semantic NLP Match,Node 43,Medium,0.428,4.0,Improper lineup - lining up receiving feed into a full tank,"Potential overfill of Feed Tank TK-97415-1/2/3 to grade, potential release of condensate, potential pool fire or vapor cloud and explosion or flash fire, potential personnel injury, environmental impact, asset damage"
level switch high LSH-98749/ 02/ 03 on Feed Tank TK-97415- 1/2/3 mechanical switch will close inlet motor operated valve MOV to Feed Tanks stopping Feed flow to storage and eventually shutting the pipeline flow on high pressure,LSH-98749,Tier 2: Semantic NLP Match,Node 44,Medium,0.428,4.0,"8"" rerun to Pump P-HX suction header open and 38112"" open to other Feed tank when not intended","Potential overfill of Feed Tank TK-97415-1/2/3 to grade, potential release of condensate, potential pool fire or vapor cloud and explosion or flash fire, potential personnel injury, environmental impact, asset damage"
