Extracted_Tag_Clean,Alarm_Type,Technique,Confidence,Safeguard_Text,Semantic_Score,Cause_Text,Consequence_Text,Node_ID,S,L,R
AF76255,LO,Tier 1/2: Deterministic,High,FAL-96168 low flow alarm downstream of AF-76255 Diesel Product Cooler will prompt operator response,N/A,"Level control valve LCV-15841 fails closed or T-56446 tower tray plugs | Diesel Stripper Product Pumps PM-60820A/B trips | Manual valve closed on suction to Diesel Stripper Product Pumps PM-60820A/B or basket strainers plugged on suction piping | Manual valve closed on discharge from Diesel Stripper Product Pumps PM-60820A/B | 6"" manual valve on EX-59524 shell side outlet inadvertently closed | 6"" manual valve(s) upstream/downstream AF-76255 Diesel Product Cooler inadvertently closed","Potential to drop diesel into the bottom of the Combi Tower T-56446, potential to send out diesel with the AGO; Potential loss of level in Diesel Stripper T-17647; Potential to cavitate pumps PM- 107A/B; Potential seal failure; Potential loss of containment, ignition and personnel impact | Potential to drop diesel into the bottom of the Combi Tower T-56446, potential to send out diesel with the AGO; Potential to ultimately flood level in T-56446; Potential to send liquids in the vapor return lines; Potential damage to vapor return piping; Potential release with ignition and personnel impact | High level in Diesel Stripper T-17647; Inability to draw off diesel from Combi Tower T-56446; Potential to ultimately flood level in T-56446; Potential to send liquids in the vapor return lines; Potential damage to vapor return piping; Potential release with ignition and personnel impact | Potential to deadhead pumps PM-60820A/B; Potential seal failure; Potential loss of containment, ignition and personnel impact",Node 8,4.0,1.0,2.0
FAL97220,LO,Tier 1/2: Deterministic,High,FAL-97220/18387 low flow alarm on PM- 122A/B discharge will prompt operator response and will shutdown the pumps,N/A,Valve(s) upstream of wash water pumps PM-77069A/B inadvertently closed or strainer plugged,Inability to send wash water to the desalter system; Potential inefficient chloride removal; Potential inability to remove chlorides from feed; Potential quality issues; Potential financial impact,Node 35,1.0,2.0,1.0
FAL18387,LO,Tier 1/2: Deterministic,High,FAL-97220/18387 low flow alarm on PM- 122A/B discharge will prompt operator response and will shutdown the pumps,N/A,Valve(s) upstream of wash water pumps PM-77069A/B inadvertently closed or strainer plugged,Inability to send wash water to the desalter system; Potential inefficient chloride removal; Potential inability to remove chlorides from feed; Potential quality issues; Potential financial impact,Node 35,1.0,2.0,1.0
FALL18022,LOLO,Tier 1/2: Deterministic,High,FALL- 18022/18062/18042 low-low flow alarm on discharge of pumps PM-77434A/B/C will prompt operator response,N/A,Reverse flow of condensate into the demulsifier injection system (Condensate Booster Pump PM-77434A/B/C trip),Potential to overfill demulsifier tank TK-48603; Potential release of condensate and demulsifier into area; Potential ignition and personnel impact,Node 34,4.0,1.0,2.0
FALL18062,LOLO,Tier 1/2: Deterministic,High,FALL- 18022/18062/18042 low-low flow alarm on discharge of pumps PM-77434A/B/C will prompt operator response,N/A,Reverse flow of condensate into the demulsifier injection system (Condensate Booster Pump PM-77434A/B/C trip),Potential to overfill demulsifier tank TK-48603; Potential release of condensate and demulsifier into area; Potential ignition and personnel impact,Node 34,4.0,1.0,2.0
FALL18042,LOLO,Tier 1/2: Deterministic,High,FALL- 18022/18062/18042 low-low flow alarm on discharge of pumps PM-77434A/B/C will prompt operator response,N/A,Reverse flow of condensate into the demulsifier injection system (Condensate Booster Pump PM-77434A/B/C trip),Potential to overfill demulsifier tank TK-48603; Potential release of condensate and demulsifier into area; Potential ignition and personnel impact,Node 34,4.0,1.0,2.0
FALL51015,LOLO,Tier 1/2: Deterministic,High,FALL-51015 low- low flow alarm will shutdown pumps PM- 312A/B,N/A,"3"" manual valve on suction to PM-43641A/B pumps inadvertently closed | Manual valve(s) downstream of PM- 312A/B pumps inadvertently closed | PM-43641A/B pumps fail to trip off","Loss of suction to PM-43641A/B pumps; Potential to cavitate pumps with seal failure, potential ignition and personnel impact | Blocked discharge from PM-43641A/B pumps; Potential to deadhead pumps with seal failure, potential ignition and personnel impact | Potential to drain all level from PV-14664 Flare KO Drum; Potential to lose suction to PM-43641A/B pumps; Potential to cavitate pumps with seal failure, potential ignition and personnel impact",Node 12,4.0,1.0,2.0
FALL77985,LOLO,Tier 1/2: Deterministic,High,FALL-77985 low- low flow alarm on Hot Oil Heater F-33219 will prompt operator response,N/A,"Combi Tower Overhead Pumps PM- 203A/B trip | 12"" manual valve on inlet to Combi Tower Overhead Pumps PM-99986A/B inadvertently closed | 10"" manual valve on outlet from Combi Tower Overhead Pumps PM-99986A/B inadvertently closed | Level control valve LCV-34380 light naphtha to storage fails open or bypass opened | 10"" manual valve on suction to Recycle Compressor CM-33219A/B inadvertently closed | Recycle Compressor CM-33219A or B trips | Multiple Hot Oil Circulation Pumps PM- 202A/B/C/D trip | Reduced heat transfer fluid flow | What if vessel temperature control loop fails open or closed?","Loss of reflux flow resulting in loss of cooling in Combi Tower T-92182, eventual increase in pressure, and potential to overpressure column, loss of containment, potential ignition and personnel impact | Potential loss of level in Accumulator PV-92182; Loss of reflux to Combi Tower T-92182; Loss of reflux flow resulting in loss of cooling in Combi Tower T-92182, eventual increase in pressure, and potential to overpressure column, loss of containment, potential ignition and personnel impact | Potential increase in pressure in Combi Tower T-92182, and potential to overpressure column, loss of containment, potential ignition and personnel impact | Reduced hot oil flow, potential for overheating of Hot Oil Heater F-33219 tubes, tube failure, loss of containment, ignition, heater damage, potential personnel impact | Fails open - increased heating of hot oil; potential for overheating of Hot Oil Heater F-33219 tubes, tube failure, loss of containment, ignition, heater damage, potential personnel impact","Node 23, Node 27, Node 28",4.0,1.0,2.0
FALL94973,LOLO,Tier 1/2: Deterministic,High,FALL-94973 low- low flow alarm on Hot Oil Heater F-81314 will prompt operator response,N/A,"Combi Tower Overhead Pumps PM- 103A/B trip | 12"" manual valve on inlet to Combi Tower Overhead Pumps PM-73992A/B inadvertently closed | 10"" manual valve on outlet from Combi Tower Overhead Pumps PM-73992A/B inadvertently closed | Level control valve LCV-62100 light naphtha to storage fails open or bypass opened | 10"" manual valve on suction to Recycle Compressor CM-81314A/B inadvertently closed | Recycle Compressor CM-81314A or B trips | Multiple Hot Oil Circulation Pumps PM- 102A/B/C/D trip | Reduced heat transfer fluid flow | What if vessel temperature control loop fails open or closed?","Loss of reflux flow resulting in loss of cooling in Combi Tower T-56446, eventual increase in pressure, and potential to overpressure column, loss of containment, potential ignition and personnel impact | Potential loss of level in Accumulator PV-56446; Loss of reflux to Combi Tower T-56446; Loss of reflux flow resulting in loss of cooling in Combi Tower T-56446, eventual increase in pressure, and potential to overpressure column, loss of containment, potential ignition and personnel impact | Potential increase in pressure in Combi Tower T-56446, and potential to overpressure column, loss of containment, potential ignition and personnel impact | Reduced hot oil flow, potential for overheating of Hot Oil Heater F-81314 tubes, tube failure, loss of containment, ignition, heater damage, potential personnel impact | Fails open - increased heating of hot oil; potential for overheating of Hot Oil Heater F-81314 tubes, tube failure, loss of containment, ignition, heater damage, potential personnel impact","Node 5, Node 9, Node 10",4.0,1.0,2.0
BM73992,TRP,Tier 1/2: Deterministic,High,FD Fan BM-73992 or ID Fan BM-59524 shutdown trips Hot Oil Heater F-81314,N/A,What if blower or motor fails?,"Potential for over temperature of Hot Oil Heater F- 101/ducts, heater damage",Node 10,3.0,1.0,1.0
BM59524,TRP,Tier 1/2: Deterministic,High,FD Fan BM-73992 or ID Fan BM-59524 shutdown trips Hot Oil Heater F-81314,N/A,What if blower or motor fails?,"Potential for over temperature of Hot Oil Heater F- 101/ducts, heater damage",Node 10,3.0,1.0,1.0
BM99986,TRP,Tier 1/2: Deterministic,High,FD Fan BM-99986 or ID Fan BM-80996 shutdown trips Hot Oil Heater F-33219,N/A,What if blower or motor fails?,"Potential for over temperature of Hot Oil Heater F- 201/ducts, heater damage",Node 28,3.0,1.0,1.0
BM80996,TRP,Tier 1/2: Deterministic,High,FD Fan BM-99986 or ID Fan BM-80996 shutdown trips Hot Oil Heater F-33219,N/A,What if blower or motor fails?,"Potential for over temperature of Hot Oil Heater F- 201/ducts, heater damage",Node 28,3.0,1.0,1.0
FIT55351,LO,Tier 1/2: Deterministic,High,FIT-55351 low flow alarm on pump discharge will prompt operator response,N/A,Manual valve(s) on suction to Ammonia Forwarding Pump PM-24946A/B inadvertently closed or upstream strainer plugged | Manual valve(s) on discharge from Ammonia Forwarding Pump PM-24946A/B inadvertently closed | FCV-57099 fails closed or upstream/downstream manual valve(s) inadvertently closed or upstream filters FIL- 74307A/B plugged | NH3 injection nozzles plugged at furnace SCR | Air blower failure BM-11689A/B | PCV-48764 pressure regulator fails fully closed | Failure to re-fill Ammonia Storage Tank PV-76255,"NH3 Forwarding Pump PM-24946A/B cavitation, potential seal damage, release of aqueous ammonia, personnel impact | NH3 Forwarding Pump PM-24946A/B deadhead, potential seal damage, release of aqueous ammonia, personnel impact | Inability to send dilution air, inability to disperse ammonia properly; Potential reduced ability to control air emissions with potential environmental/financial impact | Inability to send ammonia to heater system; Potential inability to control air emissions with potential environmental/financial impact",Node 29,3.0,1.0,1.0
FIT57941,LO,Tier 1/2: Deterministic,High,FIT-57941 low flow alarm on pump discharge will prompt operator response,N/A,Manual valve(s) on suction to Ammonia Forwarding Pump PM-67967A/B inadvertently closed or upstream strainer plugged | Manual valve(s) on discharge from Ammonia Forwarding Pump PM-67967A/B inadvertently closed | FCV-12237 fails closed or upstream/downstream manual valve(s) inadvertently closed or upstream filters FIL- 78006A/B plugged | NH3 injection nozzles plugged at furnace SCR | Air blower failure BM-17647A/B | PCV-12988 pressure regulator fails fully closed | Failure to re-fill Ammonia Storage Tank PV-76255,"NH3 Forwarding Pump PM-67967A/B cavitation, potential seal damage, release of aqueous ammonia, personnel impact | NH3 Forwarding Pump PM-67967A/B deadhead, potential seal damage, release of aqueous ammonia, personnel impact | Inability to send dilution air, inability to disperse ammonia properly; Potential reduced ability to control air emissions with potential environmental/financial impact | Inability to send ammonia to heater system; Potential inability to control air emissions with potential environmental/financial impact",Node 13,3.0,1.0,1.0
